;TrV;Benämning;Definition;Synonym
Grundfunktioner och Komponenter;XEC;Funktionsjordskena;potentialanslutande objekt till funktionell jord;
Grundfunktioner och Komponenter;XED;Funktionspotentialutjämningsskena;potentialanslutande objekt till funktionell koppling;
Grundfunktioner och Komponenter;XEE;Jordelektrod;potentialanslutande objekt som ger elektrisk kontakt med jord;jordningsdon, jordspett, jordplatta
Grundfunktioner och Komponenter;XEF;Åskledare;potentialanslutande objekt som kopplar blixt till elektrisk krets;
Grundfunktioner och Komponenter;XF;Anslutande objekt för datanätverk;Gränssnittsobjekt för datanätverk; Hubb, nätnav
Grundfunktioner och Komponenter;XFA;;;
Grundfunktioner och Komponenter;XG;Elsignalanslutande objekt;gränssnittsobjekt för elektriska signaler;
Grundfunktioner och Komponenter;XGA;Signalkoppling;elsignalanslutande objekt med en kopplingspunkt;datauttag, signaluttag, tele/datauttag, teleuttag, uttag
Grundfunktioner och Komponenter;XGB;Signalkontakt;elsignalanslutande objekt med en pluggningspunkt;dörrkontakt, kontakt
Grundfunktioner och Komponenter;XGC;Signalfördelare;elsignalanslutande objekt med flera pluggningspunkter;10-parsplint, hub, kopplingsbox, kopplingslåda, kopplingsplint, nätnav, spridningsplint
Grundfunktioner och Komponenter;XGD;Patchpanel;elsignalanslutande objekt för flera linjer;uttagspanel, uttagsplint
Grundfunktioner och Komponenter;XH;Ljusanslutande objekt;gränssnittsobjekt för optiska fibrer;
Grundfunktioner och Komponenter;XHA;Fiberuttag;ljusanslutande objekt med en eller flera pluggningspunkt(er);fiberbox, termineringsbox
Grundfunktioner och Komponenter;XK;Insamlande objekt till flöde;gränssnittsobjekt i början av ett styrt flöde;
Grundfunktioner och Komponenter;XKA;Utslagsback;insamlande objekt för avloppsvatten;bidé, diskbänk, handfat, diskho, disklåda, handfat, mattvättho, spolback, tvättbalja, tvättbänk, tvättlåda, tvättränna, tvättställ
Grundfunktioner och Komponenter;XKB;Toalettstol;insamlande objekt för avföring och  urin;klosett, vattenklosett, vattentoalett, wc, wc-stol
Grundfunktioner och Komponenter;XKC;Urinoar;insamlande objekt för enbart urin;urinal
Grundfunktioner och Komponenter;XKD;Droppkopp;insamlande objekt för överskottsvätska från tekniskt system;kakfat, vattkupa, vattenkupa
Grundfunktioner och Komponenter;XKE;Inloppsbrunn;insamlande objekt för överskott;dagvattenbrunn, gallerbrunn, golvbrunn, kupolbrunn, rännstensbrunn, spygatt, takbrunn, ytavlopp, dagvattenränna
Grundfunktioner och Komponenter;XM;Anslutningsobjekt för slutet flöde;gränssnittsobjekt för slutet flöde av materia;
Grundfunktioner och Komponenter;XMA;Avtagbar rörkoppling;avtagbart slutet flödesanslutande objekt;banjokoppling, brandpost, hylskoppling, klämringskoppling, korskoppling, l-koppling, muffkoppling,  rak koppling, rörmuff, slangkoppling, spolanordning,  spolpost, snabbkoppling, stos, t-koppling, y-koppling
Grundfunktioner och Komponenter;XMB;Fast rörkoppling;fast slutet flödesanslutande objekt;flänskoppling, lödkoppling
Grundfunktioner och Komponenter;XMC;VA-brunn;omslutande slutet flödesanslutande objekt;brunn, nedstigningsbrunn, rb-brunn, rensbrunn, spolbrunn, storbrunn, tillsynsbrunn
Grundfunktioner och Komponenter;XN;Fast mekanisk koppling;gränssnittsobjekt för fast överföring av mekaniska krafter;
Grundfunktioner och Komponenter;XNA;Flänskoppling;fast mekanisk koppling av axlar med ett par flänsar;
Grundfunktioner och Komponenter;XNB;Muffkoppling;fast mekanisk koppling av axlar med delad muff;
Grundfunktioner och Komponenter;XNC;Splineskoppling;fast mekanisk koppling mellan axlar med samverkande tänder och skåror;hirthkoppling
Grundfunktioner och Komponenter;XND;Flexkoppling;fast mekanisk koppling mellan icke parallella axlar;kardanknut
Grundfunktioner och Komponenter;XNE;Koppel;fast mekanisk koppling som fångar upp och kopplar ihop två rörliga objekt ;järnvägskoppel, skrivkoppel, centralkoppel
Grundfunktioner och Komponenter;XNF;Länk-pinnkoppling;fast mekanisk koppling för fixering mellan två rörliga objekt ;
Grundfunktioner och Komponenter;XP;Urkopplingsbar mekanisk koppling;gränssnittsobjekt för icke kontinuerlig överföring av mekaniska krafter;
Grundfunktioner och Komponenter;XPA;Friktionskoppling;objekt för in- och urkoppling av mekanisk kraft genom friktion;centrifugalkoppling, hydraulisk koppling
Grundfunktioner och Komponenter;XPB;Vätskekoppling;objekt för in- och urkoppling av mekanisk kraft genom hydrodynamisk effekt;
Grundfunktioner och Komponenter;XPC;Frihjul;objekt för in- och urkoppling av mekanisk kraft genom ömsidig låsning;spärrkoppling
Grundfunktioner och Komponenter;XPD;Magnethållare;objekt för in- och urkoppling av mekanisk kraft genom magnetisk kraft;dörrhållare, dörrhållarmagnet, dörrmagnet, magnetlås
Grundfunktioner och Komponenter;XS;Nivåförbindande objekt;gränssnittsobjekt mellan nivåer;
Grundfunktioner och Komponenter;XSA;Vilplan;nivåförbindande objekt i form av ett horisontellt plan kopplat till ett trapplopp;avsats, arbetsbrygga, gångbrygga, inspektionsbrygga, skorstensbrygga, takbrygga
Grundfunktioner och Komponenter;XSB;Trapplopp;nivåförbindande objekt i form av en serie steg;lejdare, rak trappa, spiraltrappa, trappstege, vindeltrappa
Grundfunktioner och Komponenter;XSC;Stege;nivåförbindande objekt av en serie stegpinnar;skorstensstege, takpinnstege, taksteg, takstege, taktrappstege
Grundfunktioner och Komponenter;XSD;Ramp;nivåförbindande objekt i form av ett lutande plan;
Grundfunktioner och Komponenter;XSE;Brandstång;nivåförbindande objekt i form av en vertikal påle;glidstång
Grundfunktioner och Komponenter;XT;Utrymmesförbindande objekt;gränssnittsobjekt mellan utrymmen;
Grundfunktioner och Komponenter;XTA;Öppning;utrymmesförbindande objekt i form av genomträngning;bergschakt för tunnel, brevinkast, erhållen tunnelkontur, hål, trappöppning, överluftsdon
Grundfunktioner och Komponenter;XTB;Hålrum;utrymmesförbindande objekt i form av hålrum;grop, bergrum, bergschakt för bergrum, bergschakt för dike,  bergschakt för ledning, bergschakt för magasin, borrhål, erhållen bergrumskontur, hålighet, jordschakt för dike, jordschakt för ledning, jordschakt för magasin, nisch, urgröpning, ursparing
Grundfunktioner och Komponenter;XTC;Kopplingsbrunn;utrymmesförbindande objekt i form av en nod;Kabelbrunn, dragbrunn
Grundfunktioner och Komponenter;XZ;Anslutande objekt för multipla flödestyper;gränssnittsobjekt för multipla flödestyper;
Grundfunktioner och Komponenter;XZA;Hybridkontakt;anslutande objekt för multipla flödestyper för elektrisk energi, elektriska signaler, optiska signaler och/eller vätska;
Grundfunktioner och Komponenter;Y;Utrustning och inredning;objekt som behövs för en viss tillämpning eller verksamhet;
Grundfunktioner och Komponenter;YA;Utrustning;utrustning som behövs för en viss tillämpning eller verksamhet och som används aktivt;anläggningskomplettering
Grundfunktioner och Komponenter;YAA;Fast utrustning;utrustning som är permanent fästad vid, hopbyggd med eller inbyggd i annan byggdel;idrottsutrustning, lekutrustning, parkutrustning, trädgårdsutrustning
Grundfunktioner och Komponenter;YAB;Lös utrustning;utrustning som kan tas bort eller flyttas utan särskilda hjälpmedel;idrottsutrustning, lekutrustning, parkutrustning, trädgårdsutrustning
Grundfunktioner och Komponenter;YB;Inredning;inredning som är placerad i ett utrymme för att möjliggöra viss typ av verksamhet i utrymmet, men som inte används aktivt i verksamheten;anläggningskomplettering
Grundfunktioner och Komponenter;YBA;Fast inredning;inredning som är permanent fästad vid, hopbyggd med eller inbyggd i annan byggdel;byggnadsanknuten inredning, byggnadspåverkande inredning, fast inredningsenhet, möbel, parkmöbel
Grundfunktioner och Komponenter;YBB;Lös inredning;inredning som kan tas bort eller flyttas utan särskilda hjälpmedel;lös inredningsenhet, möbel, parkmöbel
Grundfunktioner och Komponenter;Z;Virtuellt objekt;objekt som stödjer utformning, eller referensobjekt för inmätning, eller inmätt objekt, eller beräknat eller tolkat objekt;
Grundfunktioner och Komponenter;ZA;Objekt för byggnadsutformning;objekt för utformning av byggnad;
Grundfunktioner och Komponenter;ZAA;Stomlinje;objekt för byggnadsutformning som utgör stomlinje;
Grundfunktioner och Komponenter;ZAB;Baslinje;objekt för byggnadsutformning som utgör baslinje;
Grundfunktioner och Komponenter;ZAC;Centrumlinje;objekt för byggnadsutformning som utgör centrumlinje;
Grundfunktioner och Komponenter;ZAD;Modulnät;objekt för byggnadsutformning som utgör linje i modulnät;
Grundfunktioner och Komponenter;ZB;Objekt för anläggningsutformning;objekt för utformning av anläggning;
Grundfunktioner och Komponenter;ZBA;Väggeometri;objekt för anläggningsutformning som utgör definitionslinje för väg;staklinje, väglinje, utsättningslinje
Grundfunktioner och Komponenter;ZBB;Spårgeometri;objekt för anläggningsutformning som utgör definitionslinje för spår;spårlinje, staklinje,  utsättningslinje
Grundfunktioner och Komponenter;ZBC;Spårväxelgeometri;objekt för anläggningsutformning som utgör definitionslinje för spårväxel;
Grundfunktioner och Komponenter;ZBD;Teoretisk tunnelkontur;objekt för anläggningsutformning som utgör teoretisk tunnelkontur;
Grundfunktioner och Komponenter;ZBE;Teoretisk invändig tunnelkontur;objekt för anläggningsutformning som utgör teoretisk invändig tunnelkontur;
Grundfunktioner och Komponenter;ZBF;Teoretisk tunnelinklädnad;objekt för anläggningsutformning som utgör teoretisk tunnelinklädnad;
Grundfunktioner och Komponenter;ZBG;Teoretisk tätzon;objekt för anläggningsutformning som utgör teoretisk tätzon;
Grundfunktioner och Komponenter;ZBH;Nivåkurva;objekt för anläggningsutformning som utgör linje som sammanbinder punkter med samma nivå;
Grundfunktioner och Komponenter;ZC;Punkt i rikets triangelnät;referensobjekt för inmätning i rikets nät;
Grundfunktioner och Komponenter;ZCA;Triangelpunkt i rikets nät;punkt i rikets triangelnät;
Grundfunktioner och Komponenter;ZD;Punkt i anslutningsnät;referensobjekt för inmätning i anslutningsnät;
Grundfunktioner och Komponenter;ZDA;Triangelpunkt i anslutningsnät;triangelpunkt i anslutningsnät;
Grundfunktioner och Komponenter;ZDB;Polygonpunkt i anslutningsnät;polygonpunkt i anslutningsnät;
Grundfunktioner och Komponenter;ZE;Punkt i primärnät;referensobjekt för inmätning i primärnät;
Grundfunktioner och Komponenter;ZEA;Triangelpunkt i primärnät;triangelpunkt i primärnät;
Grundfunktioner och Komponenter;ZEB;Polygonpunkt i primärnät;polygonpunkt i primärnät;
Grundfunktioner och Komponenter;ZEC;Polygonpunkt väggmonterad i primärnät;polygonpunkt väggmonterad i primärnät;
Grundfunktioner och Komponenter;ZED;Fri station i primärnät;fri station i primärnät;
Grundfunktioner och Komponenter;ZEF;Gränspunkt i primärnät;gränspunkt i primärnät;
Grundfunktioner och Komponenter;ZEG;Höjdfix i primärnät;höjdfix i primärnät;
Grundfunktioner och Komponenter;ZEH;Flygstödspunkt i primärnät;flygstödspunkt i primärnät;
Grundfunktioner och Komponenter;ZEJ;Fotostompunkt i primärnät;fotostompunkt i primärnät;
Grundfunktioner och Komponenter;ZF;Punkt i sekundärnät;referensobjekt för inmätning i sekundärnät;
Grundfunktioner och Komponenter;ZFA;Triangelpunkt i sekundärnät;triangelpunkt i sekundärnät;
Grundfunktioner och Komponenter;ZFB;Polygonpunkt i sekundärnät;polygonpunkt i sekundärnät;
Grundfunktioner och Komponenter;ZFC;Detaljpunkt i sekundärnät;detaljpunkt i sekundärnät;
Grundfunktioner och Komponenter;ZG;Geoteknikrelaterat undersökningsobjekt;inmätt objekt av geotekniskt förhållande;
Grundfunktioner och Komponenter;ZGA;Undersökningspunkt;geoteknisk undersökningspunkt;geoteknik, miljögeologi, geofysik, hydrogeologi, geohydrologi
Grundfunktioner och Komponenter;ZGB;Undersökningslinje;geoteknisk undersökningslinje;
Grundfunktioner och Komponenter;ZGC;Undersökningsvolym;geoteknisk undersökningsvolym;
Grundfunktioner och Komponenter;ZGD;Undersökningsyta;geoteknisk undersökningsyta;
Grundfunktioner och Komponenter;ZH;Terrängmodell;inmätt tredimensionellt ytobjekt;
Grundfunktioner och Komponenter;ZHA;Siluettmodell;terrängmodell som i tre dimensioner beskriver den översta ytan av landskapet inkluderande dess vegetation och byggnadsverk;
Grundfunktioner och Komponenter;ZHB;Markmodell;terrängmodell som i tre dimensioner beskriver höjden av den översta ytan av marken och bottenytan i sjöar och vattendrag;
Grundfunktioner och Komponenter;ZHC;Jordmodell;terrängmodell som i tre dimensioner beskriver jordlagerföljder under den översta ytan av mark;
Grundfunktioner och Komponenter;ZHD;Bergmodell;terrängmodell som i tre dimensioner beskriver den översta ytan av berget, synlig och under mark;
Grundfunktioner och Komponenter;ZHE;Grundvattenmodell;terrängmodell som i tre dimensioner beskriver grundvattenytan;
Grundfunktioner och Komponenter;ZHF;Erhållen tunnelkontur;terrängmodell som i tre dimensioner beskriver tunnelkontur efter utförd bergschakt;
Grundfunktioner och Komponenter;ZHG;Vattenståndsmodell;terrängmodell som beskriver öppen vattenyta;
Grundfunktioner och Komponenter;ZJ;Mätpunkt;inmätt punktobjekt;
Grundfunktioner och Komponenter;ZJA;Singelpunkt;mätpunkt som bestämts utan linjetillhörighet;fri punkt, allmän höjdpunkt
Grundfunktioner och Komponenter;ZJB;Sten;mätpunkt för sten ;
Grundfunktioner och Komponenter;ZJC;Block;mätpunkt för block ;
Grundfunktioner och Komponenter;ZJD;Berg;mätpunkt för berg ;
Grundfunktioner och Komponenter;ZJE;Vattennivå;mätpunkt för vattennivå ;
Grundfunktioner och Komponenter;ZJF;Bottennivå;mätpunkt för bottennivå i vattensamling ;
Grundfunktioner och Komponenter;ZJG;Källa;mätpunkt för källa ;
Grundfunktioner och Komponenter;ZK;Mätlinje;inmätt linjeobjekt som inte utgör begränsningslinje för område;
Grundfunktioner och Komponenter;ZKA;Allmän linje;mätlinje som används för att nedbringa triangelstorlekar i triangelmodell;brytlinje
Grundfunktioner och Komponenter;ZKB;Släntkrön;mätlinje för övre avslutning av slänt;
Grundfunktioner och Komponenter;ZKC;Släntfot;mätlinje för nedre avslutning av slänt;
Grundfunktioner och Komponenter;ZKD;Bergkrön;mätlinje för övre avslutning av bergslänt;
Grundfunktioner och Komponenter;ZKE;Bergfot;mätlinje för nedre avslutning av bergslänt;
Grundfunktioner och Komponenter;ZKF;Bergkrön, sprängt;mätlinje för övre avslutning av sprängd bergslänt;
Grundfunktioner och Komponenter;ZKG;Bergfot, sprängd;mätlinje för nedre avslutning av sprängd bergslänt;
Grundfunktioner och Komponenter;ZKH;Vattendragsmitt;mätlinje för mitt i mindre vattendrag;bäckmitt, dikesmitt, åmitt
